theme;topic;word;topic_id
anti;lust;poesi;-1
anti;lust;dikten;-1
anti;lust;poeten;-1
anti;lust;lyrik;-1
anti;lust;vers;-1
anti;lust;diktare;-1
anti;lust;skald;-1
anti;lust;skalden;-1
anti;lust;diktning;-1
anti;lust;diktaren;-1
anti;lust;poetiska;-1
anti;lust;diktsamling;-1
anti;lust;lyriska;-1
anti;lust;poesin;-1
anti;other sex;spalt;-1
anti;other sex;spelföraren;-1
anti;other sex;spader;-1
anti;other sex;spelförare;-1
anti;other sex;spader;-1
anti;other sex;hjärter;-1
anti;other sex;klöver;-1
anti;other sex;saka;-1
anti;other sex;sakade;-1
anti;other sex;nordsyd;-1
anti;other sex;ruter;-1
anti;other sex;spelade;-1
anti;other sex;bordet;-1
anti;other sex;nord;-1
anti;other sex;sid;-1
anti;other sex;fyra;-1
anti;other sex;fem;-1
anti;other sex;öst;-1
anti;other sex;två;-1
anti;other sex;forts;-1
